Campus,Term,Career,Class Nbr,Subject,Catalog Nbr,Title,Class Section,Course ID,Component Units,Facility ID,Meeting Start,Meeting End,Standard Meeting Pattern,Last Name,Initials,Enrollment Capacity,Enrollment Total,Learning Mode Descr
SDSU,Fall 2023,UGRD,7711,CIV E,499,Special Study,3011,23434,3,,,,ARR,Jahangiri,A,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7712,A E,499,Special Study,3005,33692,3,,,,ARR,Liu,X,5,2,Face-to-face
SDSU,Fall 2023,UGRD,7714,CIV E,499,Special Study,3012,23434,3,,,,ARR,Miletic,M,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7715,A E,499,Special Study,3006,33692,3,,,,ARR,Bani Younes,A,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7716,CIV E,499,Special Study,3013,23434,3,,,,ARR,Akhavian,R,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7717,CIV E,499,Special Study,3014,23434,3,,,,ARR,Sepulveda Oyarzun,I,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7718,A E,499,Special Study,3007,33692,3,,,,ARR,Chen,J,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7719,A E,499,Special Study,3008,33692,3,,,,ARR,Popov,P,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7720,A E,499,Special Study,3009,33692,3,,,,ARR,Capriotti,M,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7721,A E,499,Special Study,3010,33692,3,,,,ARR,Lu,P,5,0,Face-to-face
SDSU,Fall 2023,UGRD,5855,A E,410,Aeros Structural Dynamics,1001,39284,3,SSE1401,8:00 AM,9:15 AM,TR,Demasi,L,120,115,Face-to-face
SDSU,Fall 2023,GRAD,8372,A E,797,Research,3005,20,3,,,,ARR,Venkataraman,S,5,2,Face-to-face
SDSU,Fall 2023,GRAD,8374,A E,797,Research,3006,20,3,,,,ARR,Lu,P,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8375,A E,797,Research,3007,20,3,,,,ARR,Bani Younes,A,5,2,Face-to-face
SDSU,Fall 2023,GRAD,8377,A E,797,Research,3008,20,3,,,,ARR,Chen,J,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8379,A E,797,Research,3009,20,3,,,,ARR,Popov,P,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8380,A E,797,Research,3010,20,3,,,,ARR,Capriotti,M,5,0,Face-to-face
SDSU,Fall 2023,GRAD,5959,A E, 799B,Thesis Extension,1001,23,0,,,,ARR,Grad,O,1,0,Face-to-face
SDSU,Fall 2023,UGRD,6750,M E,240,Intro to Eng Materials,1001,36649,3,PS130,7:00 PM,8:15 PM,MW,Yang,Y,70,70,Face-to-face
SDSU,Fall 2023,UGRD,6751,M E,240,Intro to Eng Materials,2001,36649,3,HH130,11:00 AM,12:15 PM,TR,Morsi,K,80,80,Face-to-face
SDSU,Fall 2023,UGRD,6752,M E,240,Intro to Eng Materials,3001,36649,3,COM105,5:00 PM,6:15 PM,MW,Torresani,E,70,35,Face-to-face
SDSU,Fall 2023,UGRD,6753,M E,241,Materials Laboratory,1002,36650,1,EIS012,2:00 PM,4:40 PM,M,Al Roomi,L,27,19,Face-to-face
SDSU,Fall 2023,UGRD,6754,M E,241,Materials Laboratory,2002,36650,1,EIS012,2:00 PM,4:40 PM,W,Al Roomi,L,27,27,Face-to-face
SDSU,Fall 2023,UGRD,6757,M E,241,Materials Laboratory,3002,36650,1,EIS012,2:00 PM,4:40 PM,F,Lehman,A,27,27,Face-to-face
SDSU,Fall 2023,UGRD,6759,M E,241,Materials Laboratory,4002,36650,1,EIS012,2:00 PM,4:40 PM,T,Al Roomi,L,27,27,Face-to-face
SDSU,Fall 2023,UGRD,6498,M E,190,Computer-Aided Design,2002,37991,1,E221,9:00 AM,11:40 AM,W,Saghafi,C,40,40,Face-to-face
SDSU,Fall 2023,UGRD,6500,M E,190,Computer-Aided Design,3001,37991,1,E221,8:00 AM,8:50 AM,F,Saghafi,C,40,40,Face-to-face
SDSU,Fall 2023,UGRD,7018,CIV E,220,CEE Computer App,1003,31785,2,E221,12:00 PM,1:40 PM,W,Parsons,T,47,47,Face-to-face
SDSU,Fall 2023,UGRD,7019,CIV E,220,CEE Computer App,1004,31785,2,E221,2:00 PM,3:40 PM,W,Parsons,T,47,37,Face-to-face
SDSU,Fall 2023,UGRD,7020,CIV E,220,CEE Computer App,1005,31785,2,PS231,9:00 AM,10:40 AM,R,Parsons,T,47,32,Face-to-face
SDSU,Fall 2023,UGRD,7023,CIV E,220,CEE Computer App,1006,31785,2,PS231,1:00 PM,2:40 PM,R,Parsons,T,47,35,Face-to-face
SDSU,Fall 2023,UGRD,7029,CIV E,225,Mechanics for Civil Engin,1001,37971,3,GMCS305,8:00 AM,9:15 AM,TR,Schraff,A,40,40,Face-to-face
SDSU,Fall 2023,UGRD,7030,CIV E,225,Mechanics for Civil Engin,1002,37971,3,LSS365,2:00 PM,3:15 PM,MW,Schraff,A,60,60,Face-to-face
SDSU,Fall 2023,UGRD,7031,CIV E,225,Mechanics for Civil Engin,1003,37971,3,GMCS325,5:30 PM,6:45 PM,TR,Schraff,A,40,40,Face-to-face
SDSU,Fall 2023,UGRD,5838,A E,340,Fluid Mechanics,1001,38493,3,NE060,4:00 PM,5:15 PM,TR,Wang,Q,150,132,Face-to-face
SDSU,Fall 2023,UGRD,5839,A E,340,Fluid Mechanics,1002,38493,3,NE060,5:30 PM,6:45 PM,TR,Katz,J,60,60,Face-to-face
SDSU,Fall 2023,UGRD,5840,A E,341,Fluid Mechanics Lab,1001,37953,1,EIS010,2:00 PM,3:40 PM,M,,,25,25,Face-to-face
SDSU,Fall 2023,UGRD,5840,A E,341,Fluid Mechanics Lab,1001,37953,1,E328,1:00 PM,1:50 PM,M,Abassi,M,25,25,Face-to-face
SDSU,Fall 2023,GRAD,5948,A E,678,Flight Control,1001,39325,3,E427,5:30 PM,6:45 PM,MW,Chen,J,40,6,Face-to-face
SDSU,Fall 2023,GRAD,5949,A E,600,Seminar,1001,33758,3,GMCS308,8:30 PM,9:45 PM,TR,Wang,Q,25,2,Face-to-face
SDSU,Fall 2023,GRAD,5950,A E,797,Research,1001,20,3,,,,ARR,Liu,X,5,0,Face-to-face
SDSU,Fall 2023,GRAD,5955,A E,798,Special Study,1001,21,3,,,,ARR,Liu,X,5,0,Face-to-face
SDSU,Fall 2023,GRAD,5958,A E, 799A,Thesis,1,22,3,,,,ARR,Grad,O,1,0,Face-to-face
SDSU,Fall 2023,UGRD,5691,A E,200,Statics,1001,36644,3,COM207,3:30 PM,4:45 PM,MW,Venkataraman,S,80,79,Face-to-face
SDSU,Fall 2023,UGRD,8633,E E,420,Feedback Control Systems,2001,27631,3,E328,11:00 AM,12:15 PM,TR,Seshagiri,S,49,29,Face-to-face
SDSU,Fall 2023,UGRD,8281,M E,499,Special Study,1001,2314,3,,,,ARR,Abraham,J,1,0,Face-to-face
SDSU,Fall 2023,UGRD,8284,M E,499,Special Study,3001,2314,3,,,,ARR,Abraham,J,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8285,M E,499,Special Study,3002,2314,3,,,,ARR,Beyene,A,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8286,M E,499,Special Study,3003,2314,3,,,,ARR,Adibi Sedeh,S,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8287,M E,499,Special Study,3004,2314,3,,,,ARR,Bhalla,A,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8289,COMPE,375,Embedded Syst Programming,1005,34671,1,E207,9:00 AM,11:40 AM,M,,,30,28,Face-to-face
SDSU,Fall 2023,UGRD,8290,M E,499,Special Study,3005,2314,3,,,,ARR,Bhattacharjee,S,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8293,M E,499,Special Study,3006,2314,3,,,,ARR,Heydari Gharahcheshmeh,M,10,1,Face-to-face
SDSU,Fall 2023,UGRD,8308,M E,499,Special Study,3013,2314,3,,,,ARR,Miller,F,10,1,Face-to-face
SDSU,Fall 2023,UGRD,8309,M E,499,Special Study,3014,2314,3,,,,ARR,Morsi,K,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8311,M E,499,Special Study,3015,2314,3,,,,ARR,Olevsky,E,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8312,M E,499,Special Study,3016,2314,3,,,,ARR,Camacho,J,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8315,M E,499,Special Study,3017,2314,3,,,,ARR,Katira,P,10,1,Face-to-face
SDSU,Fall 2023,UGRD,8317,M E,499,Special Study,3018,2314,3,,,,ARR,Naseradinmousavi,P,10,0,Face-to-face
SDSU,Fall 2023,UGRD,8320,M E,499,Special Study,3019,2314,3,,,,ARR,Youssef,G,10,0,Face-to-face
SDSU,Fall 2023,GRAD,8335,M E, 799B,Thesis or Project Exten,1001,2347,0,,,,ARR,Grad,O,1,0,Face-to-face
SDSU,Fall 2023,GRAD,8337,M E, 799C,Comprehensive Exam,1001,26254,0,,,,ARR,Grad,O,0,0,Face-to-face
SDSU,Fall 2023,GRAD,8504,A E,798,Special Study,3001,21,3,,,,ARR,Liu,X,5,1,Face-to-face
SDSU,Fall 2023,GRAD,8507,A E,798,Special Study,3002,21,3,,,,ARR,Demasi,L,5,1,Face-to-face
SDSU,Fall 2023,GRAD,8369,A E,797,Research,3002,20,3,,,,ARR,Demasi,L,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8370,A E,797,Research,3003,20,3,,,,ARR,Jacobs,G,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8371,A E,797,Research,3004,20,3,,,,ARR,Katz,J,5,0,Face-to-face
SDSU,Fall 2023,UGRD,8712,E E,210,Circuit Analysis I,2001,30523,3,PSFA308,4:00 PM,5:15 PM,TR,Teh,Y,49,19,Face-to-face
SDSU,Fall 2023,UGRD,7671,A E,341,Fluid Mechanics Lab,1008,37953,1,EIS010,5:00 PM,6:40 PM,M,,,25,20,Face-to-face
SDSU,Fall 2023,UGRD,7671,A E,341,Fluid Mechanics Lab,1008,37953,1,LH251,4:00 PM,4:50 PM,M,Abassi,M,25,20,Face-to-face
SDSU,Fall 2023,UGRD,7672,A E,341,Fluid Mechanics Lab,1009,37953,1,EIS010,10:00 AM,11:40 AM,F,,,25,9,Face-to-face
SDSU,Fall 2023,UGRD,7672,A E,341,Fluid Mechanics Lab,1009,37953,1,E427,9:00 AM,9:50 AM,F,Tobita,Y,25,9,Face-to-face
SDSU,Fall 2023,UGRD,7673,A E,341,Fluid Mechanics Lab,1010,37953,1,EIS010,2:00 PM,3:40 PM,F,,,25,16,Face-to-face
SDSU,Fall 2023,UGRD,7673,A E,341,Fluid Mechanics Lab,1010,37953,1,E427,1:00 PM,1:50 PM,F,Tobita,Y,25,16,Face-to-face
SDSU,Fall 2023,UGRD,7674,A E,499,Special Study,1005,33692,1,,,,ARR,Demasi,L,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7675,A E,499,Special Study,1006,33692,1,,,,ARR,Jacobs,G,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7676,A E,499,Special Study,1007,33692,1,,,,ARR,Katz,J,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7677,A E,499,Special Study,1008,33692,1,,,,ARR,Venkataraman,S,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7678,A E,499,Special Study,1009,33692,1,,,,ARR,Liu,X,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7679,A E,499,Special Study,1010,33692,1,,,,ARR,Bani Younes,A,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7680,A E,499,Special Study,1011,33692,1,,,,ARR,Chen,J,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7681,A E,499,Special Study,1012,33692,1,,,,ARR,Popov,P,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7682,A E,499,Special Study,1013,33692,1,,,,ARR,Capriotti,M,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7683,A E,499,Special Study,1014,33692,1,,,,ARR,Lu,P,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7684,A E,499,Special Study,2001,33692,2,,,,ARR,Demasi,L,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7685,A E,499,Special Study,2002,33692,2,,,,ARR,Jacobs,G,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7801,CIV E,797,Independent Research,3001,23594,3,,,,ARR,Zhao,D,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7802,CIV E,797,Independent Research,3002,23594,3,,,,ARR,Alves,T,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7803,CIV E,797,Independent Research,3003,23594,3,,,,ARR,Faraone,G,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7804,CIV E,797,Independent Research,3004,23594,3,,,,ARR,Bayasi,M,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7805,CIV E,797,Independent Research,3005,23594,3,,,,ARR,Ghanipoor Machiani,S,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7806,CIV E,797,Independent Research,3006,23594,3,,,,ARR,Dowell,R,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7807,CIV E,797,Independent Research,3007,23594,3,,,,ARR,Valdes,J,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7808,CIV E,797,Independent Research,3008,23594,3,,,,ARR,Mitropoulos,P,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7809,CIV E,797,Independent Research,3009,23594,3,,,,ARR,Kinoshita,A,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7810,CIV E,797,Independent Research,3010,23594,3,,,,ARR,Davani,H,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7811,CIV E,797,Independent Research,3011,23594,3,,,,ARR,Jahangiri,A,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7812,CIV E,797,Independent Research,3012,23594,3,,,,ARR,Miletic,M,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7813,CIV E,797,Independent Research,3013,23594,3,,,,ARR,Akhavian,R,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7831,CIV E,798,Special Study,3006,23595,3,,,,ARR,Dowell,R,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7833,CIV E,798,Special Study,3007,23595,3,,,,ARR,Valdes,J,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7834,CIV E,798,Special Study,3008,23595,3,,,,ARR,Mitropoulos,P,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7836,CIV E,798,Special Study,3009,23595,3,,,,ARR,Kinoshita,A,5,1,Face-to-face
SDSU,Fall 2023,GRAD,7837,CIV E,798,Special Study,3010,23595,3,,,,ARR,Davani,H,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7838,CIV E,798,Special Study,3011,23595,3,,,,ARR,Jahangiri,A,5,1,Face-to-face
SDSU,Fall 2023,GRAD,7839,CIV E,798,Special Study,3012,23595,3,,,,ARR,Miletic,M,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7841,CIV E,798,Special Study,3013,23595,3,,,,ARR,Akhavian,R,5,0,Face-to-face
SDSU,Fall 2023,GRAD,7842,CIV E, 799A,Thesis or Project,1001,23596,3,,,,ARR,Grad,O,1,0,Face-to-face
SDSU,Fall 2023,GRAD,7843,CIV E, 799B,Thesis or Project Exten,1001,23597,0,,,,ARR,Grad,O,1,0,Face-to-face
SDSU,Fall 2023,GRAD,11104,A E,696,Exprmntl Fluid Dynamics,1001,35157,2,P147,7:00 PM,8:15 PM,TR,Liu,X,40,5,Face-to-face
SDSU,Fall 2023,UGRD,7698,A E,499,Special Study,3004,33692,3,,,,ARR,Venkataraman,S,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7700,CIV E,499,Special Study,3001,23434,3,,,,ARR,Zhao,D,10,0,Face-to-face
SDSU,Fall 2023,UGRD,7702,CIV E,499,Special Study,3002,23434,3,,,,ARR,Alves,T,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7703,CIV E,499,Special Study,3003,23434,3,,,,ARR,Faraone,G,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7704,CIV E,499,Special Study,3004,23434,3,,,,ARR,Bayasi,M,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7705,CIV E,499,Special Study,3005,23434,3,,,,ARR,Ghanipoor Machiani,S,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7706,CIV E,499,Special Study,3006,23434,3,,,,ARR,Dowell,R,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7707,CIV E,499,Special Study,3007,23434,3,,,,ARR,Valdes,J,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7708,CIV E,499,Special Study,3008,23434,3,,,,ARR,Mitropoulos,P,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7709,CIV E,499,Special Study,3009,23434,3,,,,ARR,Kinoshita,A,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7710,CIV E,499,Special Study,3010,23434,3,,,,ARR,Davani,H,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8517,A E,798,Special Study,3007,21,3,,,,ARR,Bani Younes,A,5,1,Face-to-face
SDSU,Fall 2023,GRAD,8522,A E,798,Special Study,3008,21,3,,,,ARR,Chen,J,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8524,A E,798,Special Study,3009,21,3,,,,ARR,Popov,P,5,0,Face-to-face
SDSU,Fall 2023,GRAD,8525,A E,798,Special Study,3010,21,3,,,,ARR,Capriotti,M,5,0,Face-to-face
SDSU,Fall 2023,UGRD,7005,CIV E,218,Survey Civ Eng & Constrct,1003,37900,1,E201,8:00 AM,10:40 AM,F,Urquhart,B,25,12,Face-to-face
SDSU,Fall 2023,UGRD,7006,CIV E,218,Survey Civ Eng & Constrct,2001,37900,2,SSW2532,5:00 PM,6:40 PM,R,Farmer,B,50,27,Face-to-face
SDSU,Fall 2023,UGRD,7007,CIV E,218,Survey Civ Eng & Constrct,2002,37900,1,NE172,2:00 PM,2:50 PM,T,,,25,13,Face-to-face
SDSU,Fall 2023,UGRD,7007,CIV E,218,Survey Civ Eng & Constrct,2002,37900,1,E103C,3:00 PM,4:40 PM,T,Farmer,B,25,13,Face-to-face
SDSU,Fall 2023,UGRD,7009,CIV E,218,Survey Civ Eng & Constrct,2003,37900,1,LH247,2:00 PM,2:50 PM,R,,,25,14,Face-to-face
SDSU,Fall 2023,UGRD,7009,CIV E,218,Survey Civ Eng & Constrct,2003,37900,1,E103C,3:00 PM,4:40 PM,R,Farmer,B,25,14,Face-to-face
SDSU,Fall 2023,UGRD,7011,CIV E,220,CEE Computer App,1001,31785,1,GMCS333,9:00 AM,9:50 AM,W,Parsons,T,235,198,Face-to-face
SDSU,Fall 2023,UGRD,7012,CIV E,220,CEE Computer App,1002,31785,2,PS231,11:00 AM,12:40 PM,R,Parsons,T,47,47,Face-to-face
SDSU,Fall 2023,UGRD,7094,CIV E,444,Applied Hydraulics,1001,37146,2,E300,9:00 AM,9:50 AM,MW,Zink,T,35,16,Face-to-face
SDSU,Fall 2023,UGRD,7096,CIV E,444,Applied Hydraulics,1002,37146,1,E300,9:00 AM,9:50 AM,F,Zink,T,35,16,Face-to-face
SDSU,Fall 2023,UGRD,7096,CIV E,444,Applied Hydraulics,1002,37146,1,EIS008,10:00 AM,11:40 AM,F,Zink,T,35,16,Face-to-face
SDSU,Fall 2023,UGRD,7224,CIV E,525,Design of Steel Structure,1001,23438,3,P148,5:30 PM,6:45 PM,TR,Bayasi,M,50,30,Face-to-face
SDSU,Fall 2023,UGRD,7226,CIV E,530,Open Channel Hydraulics,1001,32025,2,LSS365,7:00 PM,8:50 PM,M,Goodarzi,E,40,30,Face-to-face
SDSU,Fall 2023,UGRD,7227,CIV E,530,Open Channel Hydraulics,1002,32025,1,EIS008,7:00 PM,9:40 PM,T,Goodarzi,E,40,30,Face-to-face
SDSU,Fall 2023,UGRD,7230,CIV E,580,Traffic Engineerng Design,1001,23440,3,GMCS309,7:00 PM,9:40 PM,W,Saft,L,60,44,Face-to-face
SDSU,Fall 2023,UGRD,7231,CIV E,596,Intro Coastal Engineering,1001,39597,3,E427,12:00 PM,12:50 PM,MWF,Sepulveda Oyarzun,I,40,14,Face-to-face
SDSU,Fall 2023,UGRD,7114,CIV E,463,Geotechnical Engr Lab,1001,34028,1,EIS014,1:00 PM,1:50 PM,T,Cabrera,J,25,10,Face-to-face
SDSU,Fall 2023,UGRD,7114,CIV E,463,Geotechnical Engr Lab,1001,34028,1,EIS014,2:00 PM,3:40 PM,W,Cabrera,J,25,10,Face-to-face
SDSU,Fall 2023,UGRD,7119,CIV E,463,Geotechnical Engr Lab,1002,34028,1,EIS014,2:00 PM,3:40 PM,R,Valdes,J,25,25,Face-to-face
SDSU,Fall 2023,UGRD,7119,CIV E,463,Geotechnical Engr Lab,1002,34028,1,LSN134,1:00 PM,1:50 PM,R,Valdes,J,25,25,Face-to-face
SDSU,Fall 2023,UGRD,7120,CIV E,463,Geotechnical Engr Lab,1003,34028,1,EIS014,10:00 AM,10:50 AM,T,Cabrera,J,25,17,Face-to-face
SDSU,Fall 2023,UGRD,7120,CIV E,463,Geotechnical Engr Lab,1003,34028,1,EIS014,11:00 AM,12:40 PM,W,Cabrera,J,25,17,Face-to-face
SDSU,Fall 2023,UGRD,7121,CIV E,463,Geotechnical Engr Lab,1004,34028,1,EIS014,12:00 PM,1:40 PM,F,Valdes,J,25,25,Face-to-face
SDSU,Fall 2023,UGRD,7121,CIV E,463,Geotechnical Engr Lab,1004,34028,1,GMCS305,11:00 AM,11:50 AM,F,Valdes,J,25,25,Face-to-face
SDSU,Fall 2023,UGRD,7123,CIV E,481,Transportion Engineering,1001,31788,3,E423B,11:00 AM,12:15 PM,TR,Lakrori,N,40,29,Face-to-face
SDSU,Fall 2023,UGRD,7162,CIV E,482,Highway Engineering,1001,23426,2,P149,5:00 PM,6:40 PM,M,Amen,S,36,35,Face-to-face
SDSU,Fall 2023,UGRD,7163,CIV E,482,Highway Engineering,1002,23426,1,PS231,5:00 PM,7:40 PM,W,Amen,S,36,35,Face-to-face
SDSU,Fall 2023,UGRD,7163,CIV E,482,Highway Engineering,1002,23426,1,PS231,5:00 PM,7:40 PM,W,Williams,E,36,35,Face-to-face
SDSU,Fall 2023,UGRD,11907,CON E,401,Constr Planning & Sched,2003,37982,1,PS231,9:00 AM,10:40 AM,W,Mitropoulos,P,40,18,Face-to-face
SDSU,Fall 2023,UGRD,11951,M E,596,Battery Science,1002,37736,3,LL406,9:30 AM,10:45 AM,TR,Kong,L,49,27,Face-to-face
SDSU,Fall 2023,GRAD,12062,M E,797,Research,3006,2344,3,,,,ARR,Nili Ahmadabadi,Z,10,0,Face-to-face
SDSU,Fall 2023,GRAD,12064,M E, 799A,Thesis or Project,1002,2346,3,,,,ARR,Nili Ahmadabadi,Z,10,0,Face-to-face
SDSU,Fall 2023,UGRD,11132,M E, 490W,Senior Projects I,5002,41156,2,EIS106,3:00 PM,5:40 PM,W,Correa,O,45,16,Face-to-face
SDSU,Fall 2023,GRAD,12728,A E, 799A,Thesis,3,22,3,,,,ARR,Sanchez,C,10,1,Face-to-face
SDSU,Fall 2023,GRAD,12728,A E, 799A,Thesis,3,22,3,,,,ARR,Dallo,B,10,1,Face-to-face
SDSU,Fall 2023,GRAD,12728,A E, 799A,Thesis,3,22,3,,,,ARR,Flandez,A,10,1,Face-to-face
SDSU,Fall 2023,GRAD,12728,A E, 799A,Thesis,3,22,3,,,,ARR,Fakhoury,S,10,1,Face-to-face
SDSU,Fall 2023,GRAD,12728,A E, 799A,Thesis,3,22,3,,,,ARR,Chen,J,10,1,Face-to-face
SDSU,Fall 2023,GRAD,12773,A E, 799A,Thesis,4,22,3,,,,ARR,Sanchez,C,10,1,Face-to-face
